Cell iname	Cell lineage	Primary disease	Collection	Cell type	Growth medium	Growth pattern	Doubling time	Provider name	Provider catalog ID	Donor disease age of onset	Donor tumor phase	Donor age of death	Subtype	Donor age	Donor ethnicity	Metastatic site	Comments	Cell histology	CCLE name	Alias	Donor sex	Cellosaurus ID	Cellosaurus Doubling time sd	Cellosaurus Doubling time
NCCRBC39	central_nervous_system	head and neck cancer		-666	RPMI1640 and GIT(1:1) medium with 15% fetal bovine serum, (200 ÊM Glutamine, 200 ÊM Sodium pyruvate and 70 Êg/mL kanamycin)	-666	64.00	JCRB	JCRB1305	-666	-666	-666	retinoblastoma	3	-666	-666	NA	-666	-666	-666	M	CVCL_3047	NA	64
NCCRBC51	central_nervous_system	head and neck cancer		-666	CMRL1066 medium with 10-15% fetal bovine serum (Glutamine (final 100 ÊM) and Sodium pyruvate (final 200 ÊM).	-666	85.00	JCRB	JCRB1182	-666	-666	-666	retinoblastoma	4.8	-666	-666	NA	-666	-666	NCC-RBC-51, NCC-RbC-R51, R51	M	CVCL_3048	NA	85
NCCRBC54	central_nervous_system	head and neck cancer		-666	CMRL1066 medium with 10-15% fetal bovine serum (100 ÊM Glutamine, 200 ÊM Sodium pyruvate and 20 ÊM 2-mercaptoetanol)	-666	74.00	JCRB	JCRB1183	-666	-666	-666	retinoblastoma	0.3	-666	-666	NA	-666	-666	-666	F	CVCL_3049	NA	74
NCCRBC56	central_nervous_system	head and neck cancer		-666	CMRL1066 medium with 10-15% fetal bovine serum (100 ÊM Glutamine, 200 ÊM Sodium pyruvate and 20 ÊM 2-mercaptoetanol)	-666	50.00	JCRB	JCRB1212	-666	-666	-666	retinoblastoma	3	-666	-666	NA	-666	-666	NCC-RbC-R56	M	CVCL_3050	NA	50
NCCRBC57	central_nervous_system	head and neck cancer		-666	CMRL1066 medium with 10-15% fetal bovine serum (100 ÊM Glutamine, 200 ÊM Sodium pyruvate and 20 ÊM 2-mercaptoetanol)	-666	-666.00	JCRB	JCRB1190	-666	-666	-666	retinoblastoma	17	-666	-666	NA	-666	-666	-666	F	CVCL_3051	NA	NA
NCCRBC67	central_nervous_system	head and neck cancer		-666	CMRL1066 medium with 10-15% fetal bovine serum (100 uM Glutamine, 200 uM Sodium pyruvate and 20 uM 2-mercaptoetanol)	-666	-666.00	JCRB	JCRB1214	-666	-666	-666	retinoblastoma	0.6	-666	-666	NA	-666	-666	-666	F	CVCL_3052	NA	NA
NCCRBC92	central_nervous_system	head and neck cancer		-666	CMRL1066 medium with 10-15% fetal bovine serum (100 ÊM Glutamine, 200 ÊM Sodium pyruvate and 20 ÊM 2-mercaptoetanol)	-666	-666.00	JCRB	JCRB1221	-666	-666	-666	retinoblastoma	1	-666	-666	NA	-666	-666	-666	F	CVCL_3053	NA	NA
NCCSTCK140	stomach	gastric cancer	CCLE	-666	RPMI1640 medium with 10% fetal bovine serum	suspension	-666.00	RIKEN	JCRB1228	-666	-666	-666	carcinoma	-666	-666	-666	NA	-666	NCCSTCK140_STOMACH	-666	F	CVCL_3055	NA	44
NCC16P11	endometrium	normal uterine sample		-666	MCDB153 medium (0.03 mM Ca2+) with 5 ug/ml insulin, 0.5 ug/ml hydrocortisone, 10 ug/ml transferrin, 0.1 mM phosphorylethanolamine, 0.1 mM ethanolamine, 10 ng/ml EGF and 40-70 ug/ml BPE. MCDB153 with < 0.5% FCS was also used in original report	-666	-666.00	JCRB	JCRB0174.0	-666	-666	-666	normal uterine sample	-666	-666	-666	NA	-666	-666	-666	F	CVCL_3044	NA	NA
NCE16	endometrium	normal uterine sample		-666	MCDB153 medium (0.03 mM Ca2+) with 5 ug/ml insulin, 0.5 ug/ml hydrocortisone, 10 ug/ml transferrin, 0.1 mM phosphorylethanolamine, 0.1 mM ethanolamine, 10 ng/ml EGF and 40-70 ug/ml BPE. MCDB153 with < 0.5% FCS was also used in original report.	-666	-666.00	JCRB	JCRB0140	-666	-666	-666	normal uterine sample	-666	-666	-666	NA	-666	-666	-666	F	CVCL_3057	NA	NA
NCE16IIA	endometrium	normal uterine sample		-666	-666	-666	-666.00	JCRB	JCRB1090	-666	-666	-666	normal uterine sample	-666	-666	-666	NA	-666	-666	NCE 16IIA	F	CVCL_3056	NA	NA
NCIADRRES	ovary	ovarian cancer		-666	-666	-666	-666.00	NCI	-666	-666	-666	-666	carcinoma	-666	-666	-666	NA	-666	-666	ADR-RES, CVCL_0414, CVCL_3942, MCF-7/adr, MCF-7/Adr, MCF-7/ADR, MCF-7/ADR-RES, MCF-7/AdrR, MCF-7ADR, MCF7ADR, NCI/ADR-RES, NCI/ADRRES, NCIADR.RES, NCIADRRES, OVCAR-8/ADR, OVCAR8/ADR	F	CVCL_1452	NA	34
NCIH1048	lung	lung cancer	CCLE, PRISM-HURON, PRISM-PR500	-666	RPMI-164 ATCC catalog # 3-21	adherent	72.00	ATCC	CRL-5853	-666	metastatic	-666	small cell lung carcinoma	-666	unknown	effusion, pleural, pleural_effusion	NA	-666	NCIH1048_LUNG	H-1048, H1048	F	CVCL_1453	NA	NA
NCIH1092	lung	lung cancer	CCLE, PRISM-PR300, PRISM-SUSP	-666	RPMI-164 ATCC catalog # 3-21	suspension	-666.00	ATCC	CRL-5855	-666	metastatic	-666	small cell lung carcinoma	67	Caucasian	bone_marrow	NA	-666	NCIH1092_LUNG	H-1092, H1092	M	CVCL_1454	NA	NA
NCIH1105	lung	lung cancer	CCLE, PRISM-PR300, PRISM-SUSP	-666	RPMI-164 ATCC catalog # 3-21	suspension	-666.00	ATCC	CRL-5856	-666	metastatic	-666	small cell lung carcinoma	73	Caucasian	lymph_node	NA	-666	NCIH1105_LUNG	H-1105, H1105	M	CVCL_1455	NA	NA
NCIH1155	lung	lung cancer	CCLE	-666	DMEM/F12 (Hyclone Cat.# SH323.1)	suspension	-666.00	ATCC	CRL-5818	-666	metastatic	-666	non small cell lung carcinoma	36	Caucasian	lymph_node	NA	carcinoma	NCIH1155_LUNG	H-1155, H1155, NCI-1155, NCIH1155	M	CVCL_1456	NA	NA
NCIH1184	lung	lung cancer	CCLE	-666	RPMI-164 ATCC catalog # 3-21	suspension	50-70	ATCC	CRL-5858	-666	metastatic	-666	small cell lung carcinoma	42	Caucasian	lymph_node	NA	carcinoma	NCIH1184_LUNG	H-1184, H1184, NCIH1184	M	CVCL_1458	NA	60
NCIH1238	lung	lung cancer		-666	HITES medium supplemented with 5% fetal bovine serum	suspension	-666.00	ATCC	CRL-5859	-666	metastatic	-666	small cell lung carcinoma	64	Caucasian	bone_marrow	NA	-666	-666	H-1238, H1238	M	CVCL_1459	NA	NA
NCIH128	lung	lung cancer		-666	RPMI 1640 medium, 80%; fetal bovine serum, 20% - OR - Iscove's modified Dulbecco's medium, 80%; fetal bovine serum, 20%	-666	-666.00	ATCC	HTB-120	-666	metastatic	-666	small cell lung carcinoma	60	Black	pleural_effusion	NA	-666	-666	H-128, H128, NCI-128, NCI-H-128	M	CVCL_1460	NA	NA
NCIH1284	lung	lung cancer		-666	-666	-666	-666.00	ATCC	CRL-5861	-666	metastatic	-666	small cell lung carcinoma	-666	-666	bone_marrow	NA	-666	-666	H-1284, H1284	M	CVCL_1461	NA	NA
NCIH1299	lung	lung cancer	ACHILLES, CCLE, PRISM-HURON, PRISM-PR500	-666	RPMI-164 (Hyclone Cat.# SH327.2)	adherent	36.00	ATCC	CRL-5803	-666	metastatic	-666	non small cell carcinoma	43	Caucasian	lymph_node	NA	carcinoma	NCIH1299_LUNG	H-1299, H1299, NCIH1299	M	CVCL_0060	NA	30
NCIH1304	lung	lung cancer		-666	-666	-666	-666.00	ATCC	CRL-5862	-666	metastatic	-666	small cell lung carcinoma	-666	-666	pleural_effusion	NA	-666	-666	H-1304, H1304	F	CVCL_1462	NA	NA
NCIH1334	lung	lung cancer		-666	-666	-666	-666.00	-666	-666	-666	-666	-666	carcinoma	-666	-666	-666	NA	-666	-666	H-1334, H1334	M	CVCL_3971	NA	NA
NCIH1339	lung	lung cancer	CCLE, PRISM-HURON, PRISM-PR500	-666	RPMI-164 (Hyclone Cat.# SH327.2)	adherent	48.00	ATCC	-666	-666	metastatic	-666	small cell lung carcinoma	-666	-666	pleural_effusion	NA	carcinoma	NCIH1339_LUNG	CVCL_2052, H-1339, H1339	F	CVCL_A472	NA	NA
NCIH1341	lung	lung cancer	CCLE, PRISM-PR300, PRISM-SUSP	-666	RPMI-164 Invitrogen catalog # 11875-93	suspension	-666.00	ATCC	CRL-5864	-666	metastatic	-666	small cell lung carcinoma	-666	-666	cervix	NA	carcinoma	NCIH1341_LUNG	H-1341, H1341	F	CVCL_1463	NA	NA
NCIH1355	lung	lung cancer	CCLE, PRISM-HURON, PRISM-PR500	-666	RPMI-164 Invitrogen catalog # 11875-93	suspension	48.00	ATCC	CRL-5865	-666	metastatic	-666	non small cell lung carcinoma	53	Caucasian	pleura, pleural_effusion	NA	carcinoma	NCIH1355_LUNG	H-1355, H1355, NCIH1355	M	CVCL_1464	NA	NA
NCIH1373	lung	lung cancer	CCLE, PRISM-HURON, PRISM-PR500	-666	RPMI-164	adherent	72.00	ATCC	CRL-5866	-666	primary	-666	non small cell lung carcinoma	56	Black	-666	NA	carcinoma	NCIH1373_LUNG	H-1373, H1373	M	CVCL_1465	NA	NA
NCIH1385	lung	lung cancer	CCLE	-666	RPMI-164	suspension	-666.00	ATCC	CRL-5867	-666	metastatic	-666	non small cell lung carcinoma	49	Black	lymph_node	NA	-666	NCIH1385_LUNG	H-1385, H1385	F	CVCL_1466	NA	NA
NCIH1395	lung	lung cancer	CCLE	-666	RPMI-164 ATCC catalog # 3-21	adherent	>120	ATCC	CRL-5868	-666	primary	-666	small cell lung carcinoma	55	Caucasian	-666	NA	carcinoma	NCIH1395_LUNG	H-1395, H1395, NCIH1395	F	CVCL_1467	NA	NA
NCIH1404	lung	lung cancer		-666	ATCC formulated DMEM: F12 Medium Catalog No. 30-2006	-666	-666.00	ATCC	CRL-5819	-666	metastatic	-666	adenocarcinoma	48	Caucasian	lymph_node	NA	-666	-666	H-1404, H1404	M	CVCL_1468	NA	NA
NCIH1417	lung	lung cancer		-666	ATCC-formulated RPMI-1640 Medium, Catalog No. 30-2001	-666	-666.00	ATCC	CRL-5869	-666	-666	-666	small cell lung carcinoma	61	Caucasian	-666	NA	-666	-666	H-1417, H1417	F	CVCL_1469	NA	NA
NCIH1435	lung	lung cancer	CCLE, PRISM-HURON, PRISM-PR500	-666	RPMI-164 (instead of ACL-4 with additives)	adherent	72.00	ATCC	CRL-5870	-666	primary	-666	non small cell lung carcinoma	35	unknown	-666	NA	carcinoma	NCIH1435_LUNG	H-1435, H1435	F	CVCL_1470	NA	NA
NCIH1436	lung	lung cancer	CCLE	-666	RPMI-164 ATCC catalog # 3-21	suspension	-666.00	ATCC	CRL-5871	-666	metastatic	-666	small cell lung carcinoma	39	Caucasian	lymph_node	NA	-666	NCIH1436_LUNG	H-1436, H1436	M	CVCL_1471	NA	NA
NCIH1437	lung	lung cancer	ACHILLES, CCLE, PRISM-HURON, PRISM-PR500	-666	RPMI-164 ATCC catalog # 3-21	adherent	48.00	ATCC	CRL-5872	-666	metastatic	-666	non small cell lung carcinoma	60	Caucasian	effusion, pleural, pleural_effusion	NA	-666	NCIH1437_LUNG	H-1437, H1437, NCIH1437	M	CVCL_1472	NA	44
NCIH146	lung	lung cancer	CCLE	-666	RPMI-164 ATCC catalog # 3-21	suspension	-666.00	ATCC	HTB-173	-666	metastatic	-666	small cell lung carcinoma	59	Caucasian	bone_marrow	NA	-666	NCIH146_LUNG	H-146, H146, NCIH146	M	CVCL_1473	NA	NA
NCIH1522	lung	lung cancer		-666	HITES medium supplemented with 5% fetal bovine serum	-666	-666.00	ATCC	CRL-5874	-666	metastatic	-666	small cell lung carcinoma	-666	-666	pleural_effusion	NA	-666	-666	H-1522, H1522	M	CVCL_1474	NA	NA
NCIH1563	lung	lung cancer	CCLE, PRISM-HURON, PRISM-PR500	-666	RPMI-164 ATCC catalog # 3-21	adherent	48.00	ATCC	CRL-5875	-666	primary	-666	non small cell lung carcinoma	-666	-666	-666	NA	carcinoma	NCIH1563_LUNG	H-1563, H1563	M	CVCL_1475	NA	NA
NCIH1568	lung	lung cancer	ACHILLES, CCLE, PRISM-HURON, PRISM-PR500	-666	RPMI-164 ATCC catalog # 3-21	adherent	72.00	ATCC	CRL-5876	-666	metastatic	-666	non small cell lung carcinoma	48, 49	Caucasian	lymph_node	NA	carcinoma	NCIH1568_LUNG	H-1568, H1568	F	CVCL_1476	NA	NA
NCIH157	lung	lung cancer		-666	-666	adherent	53.00	NCI	-666	-666	-666	-666	carcinoma	-666	-666	-666	NA	-666	-666	H-157, H157, NCI-157, NCl-H157	M	CVCL_0463	26.1629509039023	71.5
NCIH1573	lung	lung cancer	ACHILLES, CCLE, PRISM-HURON, PRISM-PR500	-666	RPMI-164 Invitrogen catalog # 11875-93	adherent	48.00	ATCC	CRL-5877	-666	metastatic	-666	non small cell lung carcinoma	35	Caucasian	soft_tissue	NA	carcinoma	NCIH1573_LUNG	H-1573, H1573, NCI-H1573	F	CVCL_1478	NA	NA
NCIH1581	lung	lung cancer	ACHILLES, CCLE, CMAP, PRISM-HURON, PRISM-PR500	-666	DMEM/F12 (Hyclone Cat.# SH323.1)	mix	48.00	ATCC	CRL-5878	-666	primary	-666	non small cell lung carcinoma	44	Caucasian	-666	NA	carcinoma	NCIH1581_LUNG	H-1581, H1581, NCI-H2077, NCIH1581	M	CVCL_1479	NA	NA
NCIH1618	lung	lung cancer	CCLE	-666	DMEM:HAM's F12 1:1 ATCC catalog # 3-26	suspension	-666.00	ATCC	CRL-5879	-666	metastatic	-666	small cell lung carcinoma	55	Caucasian	bone_marrow	NA	-666	NCIH1618_LUNG	H-1618, H1618	F	CVCL_1480	NA	NA
NCIH1623	lung	lung cancer	CCLE, PRISM-HURON, PRISM-PR500	-666	RPMI-164 (instead of ACL-4 with additives)	adherent	96.00	ATCC	CRL-5881	-666	metastatic	-666	non small cell lung carcinoma	58	Caucasian	lymph_node	NA	carcinoma	NCIH1623_LUNG	H-1623, H1623	M	CVCL_1481	NA	NA
NCIH1648	lung	lung cancer	ACHILLES, CCLE, PRISM-HURON, PRISM-PR500	-666	RPMI-164 Invitrogen catalog # 11875-93	adherent	48.00	ATCC	CRL-5882	-666	metastatic	-666	non small cell lung carcinoma	39	Black	lymph_node	NA	-666	NCIH1648_LUNG	H-1648, H1648	M	CVCL_1482	NA	NA
NCIH1650	lung	lung cancer	ACHILLES, CCLE, PRISM-HURON, PRISM-PR500	-666	RPMI-164 ATCC catalog # 3-21	adherent	60.00	ATCC	CRL-5883	-666	metastatic	-666	non small cell lung carcinoma	27	Caucasian	effusion, pleural, pleural_effusion	NA	carcinoma	NCIH1650_LUNG	H-1650, H1650, H1650_CO, NCIH1650	M	CVCL_1483	NA	42
NCIH1651	lung	lung cancer	CCLE, PRISM-HURON, PRISM-PR500	-666	RPMI-164 ATCC catalog # 3-21	adherent	48.00	ATCC	CRL-5884	-666	-666	-666	non small cell lung carcinoma	71	unknown	-666	NA	carcinoma	NCIH1651_LUNG	H-1651, H1651, NCIH1651	M	CVCL_1484	NA	NA
NCIH1666	lung	lung cancer	ACHILLES, CCLE	-666	RPMI-164 (Hyclone Cat.# SH327.2)	adherent	-666.00	ATCC	CRL-5885	-666	metastatic	-666	non small cell lung carcinoma	50	Caucasian	effusion, pleural, pleural_effusion	NA	carcinoma	NCIH1666_LUNG	H-1666, H1666, H1666_DA, NCIH1666	F	CVCL_1485	NA	NA
NCIH1672	lung	lung cancer		-666	HITES medium supplemented with 5% fetal bovine serum	adherent	23.00	ATCC	CRL-5886	-666	-666	-666	small cell lung carcinoma	58	Caucasian	-666	NA	-666	-666	H-1672, H1672	M	CVCL_1486	NA	NA
NCIH1688	lung	lung cancer		-666	ATCC­formulated RPMI­1640 Medium, ATCC 30­2001	adherent	-666.00	ATCC	CCL-257	-666	metastatic	-666	small cell lung carcinoma	50	Caucasian	-666	NA	-666	-666	H-1688, H1688, NCIH1688	M	CVCL_1487	NA	NA
NCIH1693	lung	lung cancer	ACHILLES, CCLE, PRISM-HURON, PRISM-PR500	-666	RPMI-164 (instead of ACL-4 with additives)	adherent	84.00	ATCC	CRL-5887	-666	metastatic	-666	non small cell lung carcinoma	55	Caucasian	lymph_node	NA	carcinoma	NCIH1693_LUNG	H-1693, H1693	F	CVCL_1488	NA	NA
NCIH1694	lung	lung cancer	CCLE, PRISM-PR300, PRISM-SUSP	-666	RPMI-164 ATCC catalog # 3-21	suspension	-666.00	ATCC	CRL-5888	-666	metastatic	-666	small cell lung carcinoma	61	Caucasian	ascites	NA	-666	NCIH1694_LUNG	H-1694, H1694	M	CVCL_1489	NA	NA
NCIH1703	lung	lung cancer	ACHILLES, CCLE, PRISM-HURON, PRISM-PR500	-666	RPMI-164 (Hyclone Cat.# SH327.2)	adherent	60.00	ATCC	CRL-5889	-666	primary	-666	non small cell lung carcinoma	54	Caucasian	-666	NA	carcinoma	NCIH1703_LUNG	H-1703, H1703, NCIH1703	M	CVCL_1490	NA	NA
NCIH1734	lung	lung cancer	CCLE	-666	RPMI-164 (Hyclone Cat.# SH327.2)	adherent	-666.00	ATCC	CRL-5891	-666	primary	-666	non small cell lung carcinoma	56	unknown	-666	NA	carcinoma	NCIH1734_LUNG	H-1734, H1734	F	CVCL_1491	NA	NA
NCIH1755	lung	lung cancer	CCLE	-666	RPMI-164	adherent	-666.00	ATCC	CRL-5892	-666	metastatic	-666	non small cell lung carcinoma	65	Caucasian	liver	NA	carcinoma	NCIH1755_LUNG	H-1755, H1755, NCIH1755	F	CVCL_1492	NA	NA
NCIH1770	lung	lung cancer		-666	ATCC formulated DMEM: F12 Medium Catalog No. 30-2006	suspension	-666.00	ATCC	CRL-5893	-666	metastatic	-666	non small cell lung carcinoma	57	Caucasian	lymph_node	NA	-666	-666	H-1770, H1770, NCIH1770	M	CVCL_1493	NA	NA
NCIH1781	lung	lung cancer	CCLE	-666	RPMI-164 ATCC catalog # 3-21	adherent	-666.00	ATCC	CRL-5894	-666	metastatic	-666	non small cell lung carcinoma	66	Caucasian	effusion, pleural, pleural_effusion	NA	-666	NCIH1781_LUNG	H-1781, H1781, NCIH1781	F	CVCL_1494	NA	NA
NCIH1792	lung	lung cancer	ACHILLES, CCLE, PRISM-HURON, PRISM-PR500	-666	RPMI-164 ATCC catalog # 3-21	adherent	72.00	ATCC	CRL-5895	-666	metastatic	-666	non small cell lung carcinoma	50	Caucasian	pleural_effusion	NA	carcinoma	NCIH1792_LUNG	H-1792, H1792, NCIH1792	M	CVCL_1495	NA	45
NCIH1793	lung	lung cancer	CCLE, PRISM-HURON, PRISM-PR500	-666	DMEM:HAM's F12 1:1 ATCC catalog # 3-26	adherent	48.00	ATCC	CRL-5896	-666	primary	-666	non small cell lung carcinoma	52	unknown	-666	NA	carcinoma	NCIH1793_LUNG	H-1793, H1793	F	CVCL_1496	NA	NA
NCIH1819	lung	lung cancer		-666	ATCC formulated DMEM: F12 Medium Catalog No. 30-2006	mixed	-666.00	ATCC	CRL-5897	-666	metastatic	-666	adenocarcinoma	55	Caucasian	lymph_node	NA	-666	-666	H-1819, H1819	F	CVCL_1497	NA	NA
NCIH1836	lung	lung cancer	CCLE	-666	DMEM:HAM's F12 1:1 ATCC catalog # 3-26	suspension	-666.00	ATCC	CRL-5898	-666	primary	-666	small cell lung carcinoma	52	Caucasian	-666	NA	-666	NCIH1836_LUNG	H-1836, H1836	M	CVCL_1498	NA	NA
NCIH1838	lung	lung cancer	CCLE, PRISM-HURON, PRISM-PR500	-666	RPMI-164	adherent	48.00	ATCC	CRL-5899	-666	primary	-666	non small cell lung carcinoma	-666	unknown	-666	NA	carcinoma	NCIH1838_LUNG	H-1838, H1838, NCIH1838	F	CVCL_1499	NA	NA
NCIH1869	lung	lung cancer	CCLE	-666	RPMI-164 (instead of ACL-4 with additives)	adherent	-666.00	ATCC	CRL-5900	-666	metastatic	-666	non small cell lung carcinoma	58	Caucasian	pleural_effusion	NA	carcinoma	NCIH1869_LUNG	H-1869, H1869, NCIH1869	M	CVCL_1500	NA	NA
NCIH187	lung	lung cancer		-666	ATCC-formulated RPMI-1640 Medium, ATCC 30-2001	suspension	-666.00	ATCC	CRL-5804	-666	metastatic	-666	small cell lung carcinoma	47	Caucasian	pleural_effusion	NA	-666	-666	H-187, H187, NCIH187	M	CVCL_1501	NA	NA
NCIH1870	lung	lung cancer		-666	-666	-666	-666.00	ATCC	CRL-5901	-666	metastatic	-666	small cell lung carcinoma	-666	-666	cervix	NA	-666	-666	H-1870, H1870	F	CVCL_1502	NA	NA
NCIH1876	lung	lung cancer	CCLE, PRISM-PR300, PRISM-SUSP	-666	DMEM:HAM's F12 1:1 ATCC catalog # 3-26	adherent	-666.00	ATCC	CRL-5902	-666	metastatic	-666	small cell lung carcinoma	59	Caucasian	lymph_node	NA	-666	NCIH1876_LUNG	H-1876, H1876	M	CVCL_1503	NA	NA
NCIH1882	lung	lung cancer		-666	ATCC-formulated DMEM:F12 Medium Catalog No.30-2006	adherent	-666.00	ATCC	CRL-5903	-666	metastatic	-666	small cell lung carcinoma	59	Caucasian	bone_marrow	NA	-666	-666	H-1882, H1882	M	CVCL_1504	NA	NA
NCIH1915	lung	lung cancer	CCLE, PRISM-HURON, PRISM-PR500	-666	RPMI-164	adherent	108.00	ATCC	CRL-5904	-666	metastatic	-666	non small cell lung carcinoma	61	Caucasian	brain	NA	carcinoma	NCIH1915_LUNG	H-1915, H1915	F	CVCL_1505	NA	NA
NCIH1926	lung	lung cancer		-666	-666	-666	-666.00	ATCC	CRL-5905	-666	metastatic	-666	small cell lung carcinoma	-666	-666	lymph_node	NA	-666	-666	H-1926, H1926	M	CVCL_1506	NA	NA
NCIH1930	lung	lung cancer	CCLE, PRISM-PR300, PRISM-SUSP	-666	RPMI-164 ATCC catalog # 3-21	suspension	-666.00	ATCC	CRL-5906	-666	metastatic	-666	small cell lung carcinoma	41	Caucasian	lymph_node	NA	-666	NCIH1930_LUNG	H-1930, H1930	M	CVCL_1507	NA	NA
NCIH1944	lung	lung cancer	ACHILLES, CCLE, PRISM-HURON, PRISM-PR500	-666	RPMI-164	adherent	72.00	ATCC	CRL-5907	-666	metastatic	-666	non small cell lung carcinoma	62	Caucasian	soft tissue, soft_tissue	NA	carcinoma	NCIH1944_LUNG	H-1944, H1944	F	CVCL_1508	NA	NA
NCIH196	lung	lung cancer	CCLE, PRISM-PR300	-666	RPMI-164 ATCC catalog # 3-21	adherent	>120	ATCC	CRL-5823	-666	metastatic	-666	small cell lung carcinoma	58, 68	Caucasian	pleura, pleural_effusion	NA	carcinoma	NCIH196_LUNG	H-196, H196, NCIH196	M	CVCL_1509	NA	64
NCIH1963	lung	lung cancer	CCLE	-666	RPMI-164 ATCC catalog # 3-21	suspension	-666.00	ATCC	CRL-5982	-666	primary	-666	small cell lung carcinoma	56	Black	-666	NA	-666	NCIH1963_LUNG	H-1963, H1963, NCIH1963	M	CVCL_1510	NA	84
NCIH1975	lung	lung cancer	CCLE, PRISM-HURON, PRISM-PR500	-666	RPMI-164 (Hyclone Cat.# SH327.2)	adherent	48.00	ATCC	CRL-5908	-666	-666	-666	non small cell lung carcinoma	-666	unknown	-666	NA	-666	NCIH1975_LUNG	H-1975, H1975	F	CVCL_1511	15.612917728599	16.96
NCIH1993	lung	lung cancer		-666	ATCC-formulated RPMI-1640 Medium, Catalog No. 30-2001	adherent	-666.00	ATCC	CRL-5909	-666	metastatic	-666	adenocarcinoma	47	Caucasian	lymph_node	NA	-666	-666	H-1993, H1993	F	CVCL_1512	NA	NA
NCIH1994	lung	lung cancer		-666	-666	-666	-666.00	ATCC	CRL-5910	-666	metastatic	-666	small cell lung carcinoma	-666	-666	lymph_node	NA	-666	-666	H-1994, H1994	F	CVCL_1513	NA	NA
NCIH2004RT	soft_tissue	soft tissue cancer	PRISM-HURON, PRISM-PR300	-666	-666	adherent	-666.00	-666	-666	-666	-666	-666	rhabdoid cancer	-666	-666	-666	NA	-666	NCIH2004RT_SOFT_TISSUE	-666	-666	-666	NA	NA
NCIH2009	lung	lung cancer	CCLE, CMAP, PRISM-HURON, PRISM-PR500	-666	DMEM/F12 (Hyclone Cat.# SH323.1)	adherent	60.00	ATCC	CRL-5911	-666	metastatic	-666	non small cell lung carcinoma	68	Caucasian	lymph_node	NA	carcinoma	NCIH2009_LUNG	H-2009, H2009	F	CVCL_1514	NA	NA
NCIH2023	lung	lung cancer	ACHILLES, CCLE, PRISM-HURON, PRISM-PR500	-666	DMEM:HAM's F12 1:1 ATCC catalog # 3-26	adherent	36.00	ATCC	CRL-5912	-666	metastatic	-666	non small cell lung carcinoma	26	Caucasian	lymph node, lymph_node	NA	carcinoma	NCIH2023_LUNG	H-2023, H2023	M	CVCL_1515	NA	NA
NCIH2029	lung	lung cancer	CCLE	-666	DMEM:HAM's F12 1:1 ATCC catalog # 3-26	adherent	-666.00	ATCC	CRL-5913	-666	metastatic	-666	small cell lung carcinoma	69	Caucasian	lymph_node	NA	carcinoma	NCIH2029_LUNG	H-2029, H2029	F	CVCL_1516	NA	NA
NCIH2030	lung	lung cancer	ACHILLES, CCLE, PRISM-HURON, PRISM-PR500	-666	RPMI-164 ATCC catalog # 3-21	adherent	60.00	ATCC	CRL-5914	-666	metastatic	-666	non small cell lung carcinoma	-666	unknown	lymph_node	NA	carcinoma	NCIH2030_LUNG	H-2030, H2030	M	CVCL_1517	NA	NA
NCIH2052	lung	lung cancer	ACHILLES, CCLE, PRISM-HURON, PRISM-PR500	-666	RPMI-164 ATCC catalog # 3-21	adherent	48.00	ATCC	CRL-5915	-666	metastatic	-666	mesothelioma	65	Caucasian	pleural_effusion	NA	mesothelioma	NCIH2052_PLEURA	H-2052, H2052, H2052_MM, NCIH2052	M	CVCL_1518	NA	48
NCIH2059	lung	lung cancer		-666	-666	-666	-666.00	ATCC	CRL-5916	-666	metastatic	-666	small cell lung carcinoma	-666	-666	lymph_node	NA	-666	-666	H-2059, H2059	M	CVCL_1519	NA	NA
NCIH2066	lung	lung cancer	CCLE	-666	DMEM:HAM's F12 1:1 ATCC catalog # 3-26	adherent	-666.00	ATCC	CRL-5917	-666	primary	-666	small cell lung carcinoma	70	Caucasian	-666	NA	-666	NCIH2066_LUNG	H-2066, H2066, NCIH2066	F	CVCL_1520	NA	NA
NCIH2073	lung	lung cancer	CCLE, PRISM-HURON	-666	RPMI-164 (instead of ACL-4 with additives)	adherent	96.00	ATCC	CRL-5918	-666	primary	-666	non small cell lung carcinoma	47	Caucasian	-666	NA	-666	NCIH2073_LUNG	H-2073, H2073	F	CVCL_1521	NA	NA
NCIH2077	lung	lung cancer	PRISM-HURON, PRISM-PR500	-666	-666	adherent	72.00	-666	-666	-666	-666	-666	carcinoma	-666	-666	-666	NA	-666	NCIH2077_LUNG	H-2077, H2077, NCI-H1581	M	CVCL_5157	NA	NA
NCIH2081	lung	lung cancer	CCLE	-666	DMEM:HAM's F12 1:1 ATCC catalog # 3-26	suspension	-666.00	ATCC	CRL-5920	-666	metastatic	-666	small cell lung carcinoma	59	Caucasian	pleural_effusion	NA	-666	NCIH2081_LUNG	H-2081, H2081	F	CVCL_1522	NA	NA
NCIH2085	lung	lung cancer	CCLE	-666	RPMI-164 Invitrogen catalog # 11875-93	adherent	>120	ATCC	CRL-5921	-666	primary	-666	small cell lung carcinoma	45	-666	-666	NA	carcinoma	NCIH2085_LUNG	H-2085, H2085	M	CVCL_1523	NA	NA
