drug	drug_key	drug_id_list	approved_final_category_id	approved_final_display_label	legacy_group_used_for_enrichment	pubchem_category	gdsc_putative_target	gdsc_pathway_name	assignment_source	include_in_enrichment	included_in_enrichment	exclusion_reason	exclusion_reason_code	low_count_filter_status	low_count_filter_reason	category_source	category_mode	analysis_metric	schema_version	schema_checksum	curated_mapping_version	curated_mapping_checksum	curation_status	evidence_summary	analysis_mode
MK-2206	MK-2206	1053	SIGNALING	Signaling	SIGNALING	SIGNALING	AKT1, AKT2	PI3K/MTOR signaling	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: PI3K/MTOR signaling; target: "AKT1, AKT2"	manuscript
MK-8776	MK-8776	2046	CELL_CYCLE_MITOSIS	Cell cycle and mitosis	CYTOTOXIC	Cytotoxic	CHEK1, CHEK2, CDK2	Cell cycle	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Cell cycle; target: "CHEK1, CHEK2, CDK2"	manuscript
ML323	ML323	1629	PROTEIN_DEGRADATION	Protein stability and degradation			USP1, UAF1	Protein stability and degradation	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Protein stability and degradation; target: "USP1, UAF1"	manuscript
MN-64	MN-64	1854	SIGNALING	Signaling			TNKS1, TNKS2	WNT signaling	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: WNT signaling; target: "TNKS1, TNKS2"	manuscript
Motesanib	MOTESANIB	1029	SIGNALING	Signaling	SIGNALING	Signaling	VEGFR, RET, KIT, PDGFR	RTK signaling	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: RTK signaling; target: "VEGFR, RET, KIT, PDGFR"	manuscript
Mycophenolic acid	MYCOPHENOLIC ACID	2055	OTHER_REVIEWED	Other reviewed	IMMUNOSUPPRESSIVE AGENTS	IMMUNOSUPPRESSIVE AGENTS		Unclassified	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Unclassified; target: 	manuscript
N-acetyl cysteine	N-ACETYL CYSTEINE	2499	METABOLISM	Metabolism			Metabolism	Metabolism	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Metabolism; target: Metabolism	manuscript
N25720-51-A1	N25720-51-A1	1999	OTHER_REVIEWED	Other reviewed				Unclassified	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Unclassified; target: 	manuscript
N27922-53-1	N27922-53-1	2000	OTHER_REVIEWED	Other reviewed				Unclassified	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Unclassified; target: 	manuscript
N29087-69-1	N29087-69-1	2003	OTHER_REVIEWED	Other reviewed				Unclassified	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Unclassified; target: 	manuscript
N30652-18-1	N30652-18-1	2002	OTHER_REVIEWED	Other reviewed				Unclassified	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Unclassified; target: 	manuscript
Navitoclax	NAVITOCLAX	1011	APOPTOSIS	Apoptosis regulation	CYTOTOXIC	CYTOTOXIC	BCL2, BCL-XL, BCL-W	Apoptosis regulation	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Apoptosis regulation; target: "BCL2, BCL-XL, BCL-W"	manuscript
Nelarabine	NELARABINE	1814	GENOME_INTEGRITY_DNA_DAMAGE	Genome integrity and DNA damage	ANTINEOPLASTIC AGENTS	Antineoplastic Agents		DNA replication	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: DNA replication; target: 	manuscript
Nilotinib	NILOTINIB	1013	SIGNALING	Signaling	SIGNALING	Breast Feeding; Lactation; Milk, Human; Antineoplastic Agents; Enzyme Inhibitors; Protein Kinase Inhibitors; Signal Transduction Inhibitors; Tyrosine Kinase Inhibitors; Targeted therapies	ABL	ABL signaling	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: ABL signaling; target: ABL	manuscript
Niraparib	NIRAPARIB	1177	GENOME_INTEGRITY_DNA_DAMAGE	Genome integrity and DNA damage	SIGNALING	Breast Feeding; Lactation; Antineoplastic Agents; Enzyme Inhibitors; Signal Transduction Inhibitors; PARP Inhibitors;	PARP1, PARP2	Genome integrity	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Genome integrity; target: "PARP1, PARP2"	manuscript
NU7441	NU7441	1038	GENOME_INTEGRITY_DNA_DAMAGE	Genome integrity and DNA damage			DNAPK	Genome integrity	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Genome integrity; target: DNAPK	manuscript
Nutlin-3a (-)	NUTLIN-3A (-)	1047	P53_PATHWAY	p53 pathway			MDM2	p53 pathway	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: p53 pathway; target: MDM2	manuscript
NVP-ADW742	NVP-ADW742	1932	SIGNALING	Signaling	SIGNALING	SIGNALING	IGF1R	IGF1R signaling	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: IGF1R signaling; target: IGF1R	manuscript
Obatoclax Mesylate	OBATOCLAX MESYLATE	1068	APOPTOSIS	Apoptosis regulation	CYTOTOXIC	CYTOTOXIC	BCL2, BCL-XL, BCL-W, MCL1	Apoptosis regulation	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Apoptosis regulation; target: "BCL2, BCL-XL, BCL-W, MCL1"	manuscript
OF-1	OF-1	1853	EPIGENETICS_TRANSCRIPTION	Epigenetics and transcription			BRPF1B, BRPF2	Chromatin histone acetylation	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Chromatin histone acetylation; target: "BRPF1B, BRPF2"	manuscript
Olaparib	OLAPARIB	1017	GENOME_INTEGRITY_DNA_DAMAGE	Genome integrity and DNA damage	SIGNALING	Breast Feeding; Lactation; Antineoplastic Agents; Enzyme Inhibitors; Signal Transduction Inhibitors; PARP inhibitors	PARP1, PARP2	Genome integrity	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Genome integrity; target: "PARP1, PARP2"	manuscript
OSI-027	OSI-027	1594	SIGNALING	Signaling	SIGNALING	SIGNALING	MTORC1, MTORC2	PI3K/MTOR signaling	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: PI3K/MTOR signaling; target: "MTORC1, MTORC2"	manuscript
Osimertinib	OSIMERTINIB	1919	SIGNALING	Signaling	SIGNALING	Breast Feeding; Lactation; Antineoplastic Agents; Enzyme Inhibitors; Protein Kinase Inhibitors; Signal Transduction Inhibitors	EGFR	EGFR signaling	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: EGFR signaling; target: EGFR	manuscript
OTX015	OTX015	1626	EPIGENETICS_TRANSCRIPTION	Epigenetics and transcription	EPIGENETICS AND TRANSCRIPTION	EPIGENETICS AND TRANSCRIPTION	BRD2, BRD3, BRD4	Chromatin other	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Chromatin other; target: "BRD2, BRD3, BRD4"	manuscript
Oxaliplatin	OXALIPLATIN	1089;1806	GENOME_INTEGRITY_DNA_DAMAGE	Genome integrity and DNA damage	CYTOTOXIC	CYTOTOXIC	DNA alkylating agent	DNA replication	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: DNA replication; target: DNA alkylating agent	manuscript
P22077	P22077	1933	PROTEIN_DEGRADATION	Protein stability and degradation			USP7, USP47	Protein stability and degradation	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Protein stability and degradation; target: "USP7, USP47"	manuscript
Paclitaxel	PACLITAXEL	1080	CELL_CYCLE_MITOSIS	Cell cycle and mitosis	CYTOTOXIC	CYTOTOXIC	Microtubule stabiliser	Mitosis	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Mitosis; target: Microtubule stabiliser	manuscript
PAK_5339	PAK_5339	1730	CELL_CYCLE_MITOSIS	Cell cycle and mitosis			PAK1, PAK2	Cytoskeleton	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Cytoskeleton; target: "PAK1, PAK2"	manuscript
Palbociclib	PALBOCICLIB	1054	CELL_CYCLE_MITOSIS	Cell cycle and mitosis	SIGNALING	Breast Feeding; Lactation; Milk, Human; Antineoplastic Agents; Enzyme Inhibitors; Protein Kinase Inhibitors; Signal Transduction Inhibitors	CDK4, CDK6	Cell cycle	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Cell cycle; target: "CDK4, CDK6"	manuscript
PBD-288	PBD-288	2145	OTHER_REVIEWED	Other reviewed	CYTOTOXIC	CYTOTOXIC		Unclassified	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Unclassified; target: 	manuscript
PCI-34051	PCI-34051	1621	EPIGENETICS_TRANSCRIPTION	Epigenetics and transcription			HDAC8, HDAC6, HDAC1	Chromatin histone acetylation	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Chromatin histone acetylation; target: "HDAC8, HDAC6, HDAC1"	manuscript
PD0325901	PD0325901	1060	SIGNALING	Signaling	MEK INHIBITORS	Breast Feeding; Lactation; Milk, Human; Antineoplastic Agents; Enzyme Inhibitors; Protein Kinase Inhibitors; MEK inhibitors	MEK1, MEK2	ERK MAPK signaling	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: ERK MAPK signaling; target: "MEK1, MEK2"	manuscript
PD173074	PD173074	1049	SIGNALING	Signaling	SIGNALING	Signaling	FGFR1, FGFR2, FGFR3	RTK signaling	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: RTK signaling; target: "FGFR1, FGFR2, FGFR3"	manuscript
Pevonedistat	PEVONEDISTAT	1529	OTHER_REVIEWED	Other reviewed			NAE	Other	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Other; target: NAE	manuscript
PF-4708671	PF-4708671	1129	SIGNALING	Signaling	SIGNALING	SIGNALING	S6K1	PI3K/MTOR signaling	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: PI3K/MTOR signaling; target: S6K1	manuscript
PFI-1	PFI-1	2173	EPIGENETICS_TRANSCRIPTION	Epigenetics and transcription	EPIGENETICS AND TRANSCRIPTION	EPIGENETICS AND TRANSCRIPTION	BRD4	Chromatin other	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Chromatin other; target: BRD4	manuscript
PFI3	PFI3	1620	EPIGENETICS_TRANSCRIPTION	Epigenetics and transcription	EPIGENETICS AND TRANSCRIPTION	EPIGENETICS AND TRANSCRIPTION	Polybromo 1, SMARCA4, SMARCA2	Chromatin other	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Chromatin other; target: "Polybromo 1, SMARCA4, SMARCA2"	manuscript
Picolinici-acid	PICOLINICI-ACID	1635	OTHER_REVIEWED	Other reviewed			Inflammatory related	Other	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Other; target: Inflammatory related	manuscript
Pictilisib	PICTILISIB	1058	SIGNALING	Signaling	SIGNALING	SIGNALING	PI3K (class 1)	PI3K/MTOR signaling	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: PI3K/MTOR signaling; target: PI3K (class 1)	manuscript
Piperlongumine	PIPERLONGUMINE	1243	OTHER_REVIEWED	Other reviewed			Induces reactive oxygen species	Other	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Other; target: Induces reactive oxygen species	manuscript
PLX-4720	PLX-4720	1036	SIGNALING	Signaling	SIGNALING	SIGNALING	BRAF	ERK MAPK signaling	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: ERK MAPK signaling; target: BRAF	manuscript
Podophyllotoxin bromide	PODOPHYLLOTOXIN BROMIDE	1825	OTHER_REVIEWED	Other reviewed	CYTOTOXIC	CYTOTOXIC		Unclassified	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Unclassified; target: 	manuscript
POMHEX	POMHEX	2148	OTHER_REVIEWED	Other reviewed				Unclassified	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Unclassified; target: 	manuscript
PRIMA-1MET	PRIMA-1MET	1131	P53_PATHWAY	p53 pathway			TP53 activation	p53 pathway	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: p53 pathway; target: TP53 activation	manuscript
PRT062607	PRT062607	1631	SIGNALING	Signaling	SIGNALING	SIGNALING	SYK	Other, kinases	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: "Other, kinases"; target: SYK	manuscript
Pyridostatin	PYRIDOSTATIN	2044	GENOME_INTEGRITY_DNA_DAMAGE	Genome integrity and DNA damage			G-quadruplex stabiliser	DNA replication	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: DNA replication; target: G-quadruplex stabiliser	manuscript
Rapamycin	RAPAMYCIN	1084	SIGNALING	Signaling	IMMUNOSUPPRESSIVE AGENTS	Breast Feeding; Lactation; Milk, Human; Immunosuppressive Agents	MTORC1	PI3K/MTOR signaling	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: PI3K/MTOR signaling; target: MTORC1	manuscript
Refametinib	REFAMETINIB	1014	SIGNALING	Signaling	SIGNALING	Signaling	MEK1, MEK2	ERK MAPK signaling	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: ERK MAPK signaling; target: "MEK1, MEK2"	manuscript
Remodelin	REMODELIN	2057	OTHER_REVIEWED	Other reviewed				Unclassified	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Unclassified; target: 	manuscript
Ribociclib	RIBOCICLIB	1632	CELL_CYCLE_MITOSIS	Cell cycle and mitosis	SIGNALING	Breast Feeding; Lactation; Milk, Human; Antineoplastic Agents; Enzyme Inhibitors; Protein Kinase Inhibitors; Signal Transduction Inhibitors	CDK4, CDK6	Cell cycle	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Cell cycle; target: "CDK4, CDK6"	manuscript
RO-3306	RO-3306	1052	CELL_CYCLE_MITOSIS	Cell cycle and mitosis	SIGNALING	SIGNALING	CDK1	Cell cycle	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Cell cycle; target: CDK1	manuscript
Romidepsin	ROMIDEPSIN	1817	EPIGENETICS_TRANSCRIPTION	Epigenetics and transcription	ANTINEOPLASTIC AGENTS	Antineoplastic Agents	HDAC1, HDAC2, HDAC3, HDAC8	Chromatin histone acetylation	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Chromatin histone acetylation; target: "HDAC1, HDAC2, HDAC3, HDAC8"	manuscript
Rucaparib	RUCAPARIB	1175	GENOME_INTEGRITY_DNA_DAMAGE	Genome integrity and DNA damage	SIGNALING	Breast Feeding; Lactation; Milk, Human; Antineoplastic Agents; Enzyme Inhibitors; Signal Transduction Inhibitors; PARP Inhibitors	PARP1, PARP2	Genome integrity	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Genome integrity; target: "PARP1, PARP2"	manuscript
Ruxolitinib	RUXOLITINIB	1507	SIGNALING	Signaling	SIGNALING	Breast Feeding; Lactation; Milk, Human; Antineoplastic Agents; Enzyme Inhibitors; Protein Kinase Inhibitors; Signal Transduction Inhibitors; Janus Kinase Inhibitors; JAK Inhibitors	JAK1, JAK2	Other, kinases	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: "Other, kinases"; target: "JAK1, JAK2"	manuscript
RVX-208	RVX-208	1625	EPIGENETICS_TRANSCRIPTION	Epigenetics and transcription	EPIGENETICS AND TRANSCRIPTION	EPIGENETICS AND TRANSCRIPTION	BRD4	Chromatin other	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Chromatin other; target: BRD4	manuscript
Sabutoclax	SABUTOCLAX	1849	APOPTOSIS	Apoptosis regulation	CYTOTOXIC	CYTOTOXIC	BCL2,  BCL-XL,  BFL1, MCL1	Apoptosis regulation	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Apoptosis regulation; target: "BCL2,  BCL-XL,  BFL1, MCL1"	manuscript
